origin,dest,time
NEAR NORTH SIDE,EAST SIDE,3934
NEAR NORTH SIDE,WEST PULLMAN,4025
NEAR NORTH SIDE,RIVERDALE,-1
NEAR NORTH SIDE,HEGEWISCH,-1
NEAR NORTH SIDE,undefined,-1
NEAR NORTH SIDE,ARCHER HEIGHTS,3153
NEAR NORTH SIDE,BRIGHTON PARK,2985
NEAR NORTH SIDE,BRIDGEPORT,2031
NEAR NORTH SIDE,NEW CITY,2070
NEAR NORTH SIDE,WEST ELSDON,2785
NEAR NORTH SIDE,GAGE PARK,2874
NEAR NORTH SIDE,CLEARING,3204
NEAR NORTH SIDE,WEST LAWN,3285
NEAR NORTH SIDE,CHICAGO LAWN,2885
NEAR NORTH SIDE,WEST ENGLEWOOD,2747
NEAR NORTH SIDE,ENGLEWOOD,2498
NEAR NORTH SIDE,GREATER GRAND CROSSING,2352
NEAR NORTH SIDE,LINCOLN PARK,1288
NEAR NORTH SIDE,ASHBURN,3977
NEAR NORTH SIDE,AUBURN GRESHAM,3385
NEAR NORTH SIDE,BEVERLY,3598
NEAR NORTH SIDE,WASHINGTON HEIGHTS,3257
NEAR NORTH SIDE,MOUNT GREENWOOD,4565
NEAR NORTH SIDE,MORGAN PARK,3604
NEAR NORTH SIDE,OHARE,-1
NEAR NORTH SIDE,EDGEWATER,1840
NEAR NORTH SIDE,EDISON PARK,4346
LOOP,DOUGLAS,1665
LOOP,OAKLAND,2324
LOOP,FULLER PARK,1629
LOOP,GRAND BOULEVARD,2108
LOOP,KENWOOD,1570
LOOP,LINCOLN SQUARE,3302
LOOP,WASHINGTON PARK,2628
LOOP,HYDE PARK,1764
LOOP,WOODLAWN,2545
LOOP,ROGERS PARK,3348
LOOP,JEFFERSON PARK,3053
LOOP,FOREST GLEN,4200
LOOP,NORTH PARK,3536
LOOP,ALBANY PARK,3604
LOOP,PORTAGE PARK,3466
LOOP,IRVING PARK,2619
LOOP,DUNNING,4054
LOOP,MONTCLARE,4220
LOOP,BELMONT CRAGIN,3536
LOOP,WEST RIDGE,3839
LOOP,HERMOSA,2985
LOOP,AVONDALE,2232
LOOP,LOGAN SQUARE,2126
LOOP,HUMBOLDT PARK,2536
LOOP,WEST TOWN,1989
LOOP,AUSTIN,2757
LOOP,WEST GARFIELD PARK,2541
LOOP,EAST GARFIELD PARK,2178
LOOP,NEAR WEST SIDE,1745
LOOP,NORTH LAWNDALE,2623
LOOP,UPTOWN,2784
LOOP,SOUTH LAWNDALE,2838
LOOP,LOWER WEST SIDE,2114
LOOP,NEAR SOUTH SIDE,1419
LOOP,BRIDGEPORT,2034
LOOP,NORWOOD PARK,3299
LOOP,NEAR NORTH SIDE,1395
LOOP,SOUTH SHORE,2197
LOOP,CHATHAM,2647
LOOP,AVALON PARK,2456
LOOP,SOUTH CHICAGO,3013
LOOP,BURNSIDE,3194
LOOP,MCKINLEY PARK,1996
LOOP,LAKE VIEW,1974
LOOP,CALUMET HEIGHTS,2527
LOOP,ROSELAND,2815
LOOP,NORTH CENTER,2785
LOOP,PULLMAN,3525
LOOP,SOUTH DEERING,-1
LOOP,EAST SIDE,3851
LOOP,WEST PULLMAN,3921
LOOP,RIVERDALE,-1
LOOP,HEGEWISCH,-1
LOOP,undefined,-1
LOOP,ARCHER HEIGHTS,2951
LOOP,BRIGHTON PARK,2704
LOOP,BRIDGEPORT,2040
LOOP,NEW CITY,1966
LOOP,WEST ELSDON,2583
LOOP,GAGE PARK,2254
LOOP,CLEARING,3002
LOOP,WEST LAWN,3083
LOOP,CHICAGO LAWN,2683
LOOP,WEST ENGLEWOOD,2643
LOOP,ENGLEWOOD,2394
LOOP,GREATER GRAND CROSSING,2403
LOOP,LINCOLN PARK,1904
LOOP,ASHBURN,3873
LOOP,AUBURN GRESHAM,3221
LOOP,BEVERLY,3494
LOOP,WASHINGTON HEIGHTS,3118
LOOP,MOUNT GREENWOOD,4363
LOOP,MORGAN PARK,3597
LOOP,OHARE,-1
LOOP,EDGEWATER,3016
LOOP,EDISON PARK,4276
SOUTH SHORE,DOUGLAS,3111
SOUTH SHORE,OAKLAND,3294
SOUTH SHORE,FULLER PARK,2320
SOUTH SHORE,GRAND BOULEVARD,2667
SOUTH SHORE,KENWOOD,2306
SOUTH SHORE,LINCOLN SQUARE,4891
SOUTH SHORE,WASHINGTON PARK,2169
SOUTH SHORE,HYDE PARK,1909
SOUTH SHORE,WOODLAWN,1445
SOUTH SHORE,ROGERS PARK,4962
SOUTH SHORE,JEFFERSON PARK,5069
SOUTH SHORE,FOREST GLEN,6331
SOUTH SHORE,NORTH PARK,5192
SOUTH SHORE,ALBANY PARK,4875
SOUTH SHORE,PORTAGE PARK,5251
SOUTH SHORE,IRVING PARK,4275
SOUTH SHORE,DUNNING,5640
SOUTH SHORE,MONTCLARE,6250
SOUTH SHORE,BELMONT CRAGIN,4915
SOUTH SHORE,WEST RIDGE,5486
SOUTH SHORE,HERMOSA,4971
SOUTH SHORE,AVONDALE,4098
SOUTH SHORE,LOGAN SQUARE,3992
SOUTH SHORE,HUMBOLDT PARK,4689
SOUTH SHORE,WEST TOWN,3855
SOUTH SHORE,AUSTIN,5602
SOUTH SHORE,WEST GARFIELD PARK,4486
SOUTH SHORE,EAST GARFIELD PARK,3984
SOUTH SHORE,NEAR WEST SIDE,3474
SOUTH SHORE,NORTH LAWNDALE,4518
SOUTH SHORE,UPTOWN,4765
SOUTH SHORE,SOUTH LAWNDALE,4587
SOUTH SHORE,LOWER WEST SIDE,3558
SOUTH SHORE,NEAR SOUTH SIDE,2726
SOUTH SHORE,BRIDGEPORT,3363
SOUTH SHORE,NORWOOD PARK,5165
SOUTH SHORE,NEAR NORTH SIDE,3376
SOUTH SHORE,LOOP,2265
SOUTH SHORE,CHATHAM,2323
SOUTH SHORE,AVALON PARK,1424
SOUTH SHORE,SOUTH CHICAGO,1356
SOUTH SHORE,BURNSIDE,2743
SOUTH SHORE,MCKINLEY PARK,3437
SOUTH SHORE,LAKE VIEW,3588
SOUTH SHORE,CALUMET HEIGHTS,1547
SOUTH SHORE,ROSELAND,3026
SOUTH SHORE,NORTH CENTER,4172
SOUTH SHORE,PULLMAN,3139
SOUTH SHORE,SOUTH DEERING,-1
SOUTH SHORE,EAST SIDE,2436
SOUTH SHORE,WEST PULLMAN,4132
SOUTH SHORE,RIVERDALE,-1
SOUTH SHORE,HEGEWISCH,-1
SOUTH SHORE,undefined,-1
SOUTH SHORE,ARCHER HEIGHTS,4659
SOUTH SHORE,BRIGHTON PARK,4468
SOUTH SHORE,BRIDGEPORT,3481
SOUTH SHORE,NEW CITY,3097
SOUTH SHORE,WEST ELSDON,4854
SOUTH SHORE,GAGE PARK,3862
SOUTH SHORE,CLEARING,4818
SOUTH SHORE,WEST LAWN,4318
SOUTH SHORE,CHICAGO LAWN,3613
SOUTH SHORE,WEST ENGLEWOOD,3034
SOUTH SHORE,ENGLEWOOD,2885
SOUTH SHORE,GREATER GRAND CROSSING,1373
SOUTH SHORE,LINCOLN PARK,3518
SOUTH SHORE,ASHBURN,3544
SOUTH SHORE,AUBURN GRESHAM,2967
SOUTH SHORE,BEVERLY,3405
SOUTH SHORE,WASHINGTON HEIGHTS,3119
SOUTH SHORE,MOUNT GREENWOOD,4672
SOUTH SHORE,MORGAN PARK,3598
SOUTH SHORE,OHARE,-1
SOUTH SHORE,EDGEWATER,4607
SOUTH SHORE,EDISON PARK,6472
CHATHAM,DOUGLAS,2476
CHATHAM,OAKLAND,2764
CHATHAM,FULLER PARK,1698
CHATHAM,GRAND BOULEVARD,2032
CHATHAM,KENWOOD,2450
CHATHAM,LINCOLN SQUARE,4936
CHATHAM,WASHINGTON PARK,1534
CHATHAM,HYDE PARK,2253
CHATHAM,WOODLAWN,1998
CHATHAM,ROGERS PARK,4707
CHATHAM,JEFFERSON PARK,4814
CHATHAM,FOREST GLEN,5889
CHATHAM,NORTH PARK,5177
CHATHAM,ALBANY PARK,4853
CHATHAM,PORTAGE PARK,4957
CHATHAM,IRVING PARK,4140
CHATHAM,DUNNING,5676
CHATHAM,MONTCLARE,5743
CHATHAM,BELMONT CRAGIN,4660
CHATHAM,WEST RIDGE,5531
CHATHAM,HERMOSA,4596
CHATHAM,AVONDALE,3693
CHATHAM,LOGAN SQUARE,3587
CHATHAM,HUMBOLDT PARK,4087
CHATHAM,WEST TOWN,3450
CHATHAM,AUSTIN,4544
CHATHAM,WEST GARFIELD PARK,3856
CHATHAM,EAST GARFIELD PARK,3549
CHATHAM,NEAR WEST SIDE,3116
CHATHAM,NORTH LAWNDALE,4140
CHATHAM,UPTOWN,4143
CHATHAM,SOUTH LAWNDALE,3545
CHATHAM,LOWER WEST SIDE,3470
CHATHAM,NEAR SOUTH SIDE,3256
CHATHAM,BRIDGEPORT,2741
CHATHAM,NORWOOD PARK,4760
CHATHAM,NEAR NORTH SIDE,2754
CHATHAM,LOOP,2644
CHATHAM,SOUTH SHORE,2175
CHATHAM,AVALON PARK,1773
CHATHAM,SOUTH CHICAGO,1547
CHATHAM,BURNSIDE,1513
CHATHAM,MCKINLEY PARK,2395
CHATHAM,LAKE VIEW,3333
CHATHAM,CALUMET HEIGHTS,1458
CHATHAM,ROSELAND,1464
CHATHAM,NORTH CENTER,3917
CHATHAM,PULLMAN,1627
CHATHAM,SOUTH DEERING,-1
CHATHAM,EAST SIDE,2354
CHATHAM,WEST PULLMAN,2570
CHATHAM,RIVERDALE,-1
CHATHAM,HEGEWISCH,-1
CHATHAM,undefined,-1
CHATHAM,ARCHER HEIGHTS,4176
CHATHAM,BRIGHTON PARK,3353
CHATHAM,BRIDGEPORT,2439
CHATHAM,NEW CITY,2035
CHATHAM,WEST ELSDON,3958
CHATHAM,GAGE PARK,2852
CHATHAM,CLEARING,4263
CHATHAM,WEST LAWN,3370
CHATHAM,CHICAGO LAWN,2970
CHATHAM,WEST ENGLEWOOD,2232
CHATHAM,ENGLEWOOD,1983
CHATHAM,GREATER GRAND CROSSING,962
CHATHAM,LINCOLN PARK,3263
CHATHAM,ASHBURN,2582
CHATHAM,AUBURN GRESHAM,1512
CHATHAM,BEVERLY,2443
CHATHAM,WASHINGTON HEIGHTS,1913
CHATHAM,MOUNT GREENWOOD,3111
CHATHAM,MORGAN PARK,2210
CHATHAM,OHARE,-1
CHATHAM,EDGEWATER,4352
CHATHAM,EDISON PARK,5887
AVALON PARK,DOUGLAS,2583
AVALON PARK,OAKLAND,3282
AVALON PARK,FULLER PARK,2032
AVALON PARK,GRAND BOULEVARD,2139
AVALON PARK,KENWOOD,2200
AVALON PARK,LINCOLN SQUARE,5265
AVALON PARK,WASHINGTON PARK,1641
AVALON PARK,HYDE PARK,1906
AVALON PARK,WOODLAWN,1412
AVALON PARK,ROGERS PARK,5336
AVALON PARK,JEFFERSON PARK,5563
AVALON PARK,FOREST GLEN,5923
AVALON PARK,NORTH PARK,5536
AVALON PARK,ALBANY PARK,5720
AVALON PARK,PORTAGE PARK,5706
AVALON PARK,IRVING PARK,4619
AVALON PARK,DUNNING,6410
AVALON PARK,MONTCLARE,6222
AVALON PARK,BELMONT CRAGIN,5439
AVALON PARK,WEST RIDGE,5855
AVALON PARK,HERMOSA,5142
AVALON PARK,AVONDALE,4322
AVALON PARK,LOGAN SQUARE,4216
AVALON PARK,HUMBOLDT PARK,4736
AVALON PARK,WEST TOWN,4079
AVALON PARK,AUSTIN,4933
AVALON PARK,WEST GARFIELD PARK,4913
AVALON PARK,EAST GARFIELD PARK,4556
AVALON PARK,NEAR WEST SIDE,4081
AVALON PARK,NORTH LAWNDALE,4889
AVALON PARK,UPTOWN,4772
AVALON PARK,SOUTH LAWNDALE,4474
AVALON PARK,LOWER WEST SIDE,4099
AVALON PARK,NEAR SOUTH SIDE,3307
AVALON PARK,BRIDGEPORT,3517
AVALON PARK,NORWOOD PARK,5389
AVALON PARK,NEAR NORTH SIDE,3383
AVALON PARK,LOOP,2692
AVALON PARK,SOUTH SHORE,1352
AVALON PARK,CHATHAM,1242
AVALON PARK,SOUTH CHICAGO,1395
AVALON PARK,BURNSIDE,1772
AVALON PARK,MCKINLEY PARK,3348
AVALON PARK,LAKE VIEW,3962
AVALON PARK,CALUMET HEIGHTS,1056
AVALON PARK,ROSELAND,2283
AVALON PARK,NORTH CENTER,4788
AVALON PARK,PULLMAN,2214
AVALON PARK,SOUTH DEERING,-1
AVALON PARK,EAST SIDE,1585
AVALON PARK,WEST PULLMAN,3427
AVALON PARK,RIVERDALE,-1
AVALON PARK,HEGEWISCH,-1
AVALON PARK,undefined,-1
AVALON PARK,ARCHER HEIGHTS,5436
AVALON PARK,BRIGHTON PARK,4689
AVALON PARK,BRIDGEPORT,4256
AVALON PARK,NEW CITY,3499
AVALON PARK,WEST ELSDON,4058
AVALON PARK,GAGE PARK,3066
AVALON PARK,CLEARING,6533
AVALON PARK,WEST LAWN,4724
AVALON PARK,CHICAGO LAWN,4003
AVALON PARK,WEST ENGLEWOOD,3180
AVALON PARK,ENGLEWOOD,2873
AVALON PARK,GREATER GRAND CROSSING,1160
AVALON PARK,LINCOLN PARK,3892
AVALON PARK,ASHBURN,3262
AVALON PARK,AUBURN GRESHAM,2670
AVALON PARK,BEVERLY,3270
AVALON PARK,WASHINGTON HEIGHTS,2991
AVALON PARK,MOUNT GREENWOOD,4917
AVALON PARK,MORGAN PARK,3613
AVALON PARK,OHARE,-1
AVALON PARK,EDGEWATER,4882
AVALON PARK,EDISON PARK,6816
SOUTH CHICAGO,DOUGLAS,3860
SOUTH CHICAGO,OAKLAND,3717
SOUTH CHICAGO,FULLER PARK,2863
SOUTH CHICAGO,GRAND BOULEVARD,3390
SOUTH CHICAGO,KENWOOD,2915
SOUTH CHICAGO,LINCOLN SQUARE,5572
SOUTH CHICAGO,WASHINGTON PARK,2892
SOUTH CHICAGO,HYDE PARK,2548
SOUTH CHICAGO,WOODLAWN,2126
SOUTH CHICAGO,ROGERS PARK,5643
SOUTH CHICAGO,JEFFERSON PARK,5870
SOUTH CHICAGO,FOREST GLEN,6825
SOUTH CHICAGO,NORTH PARK,5843
SOUTH CHICAGO,ALBANY PARK,6027
SOUTH CHICAGO,PORTAGE PARK,6013
SOUTH CHICAGO,IRVING PARK,4926
SOUTH CHICAGO,DUNNING,6717
SOUTH CHICAGO,MONTCLARE,6529
SOUTH CHICAGO,BELMONT CRAGIN,6529
SOUTH CHICAGO,WEST RIDGE,6162
SOUTH CHICAGO,HERMOSA,5449
SOUTH CHICAGO,AVONDALE,4629
SOUTH CHICAGO,LOGAN SQUARE,4523
SOUTH CHICAGO,HUMBOLDT PARK,5043
SOUTH CHICAGO,WEST TOWN,4386
SOUTH CHICAGO,AUSTIN,6343
SOUTH CHICAGO,WEST GARFIELD PARK,5584
SOUTH CHICAGO,EAST GARFIELD PARK,4545
SOUTH CHICAGO,NEAR WEST SIDE,4388
SOUTH CHICAGO,NORTH LAWNDALE,5196
SOUTH CHICAGO,UPTOWN,5308
SOUTH CHICAGO,SOUTH LAWNDALE,4601
SOUTH CHICAGO,LOWER WEST SIDE,4406
SOUTH CHICAGO,NEAR SOUTH SIDE,3614
SOUTH CHICAGO,BRIDGEPORT,4419
SOUTH CHICAGO,NORWOOD PARK,5696
SOUTH CHICAGO,NEAR NORTH SIDE,3994
SOUTH CHICAGO,LOOP,3071
SOUTH CHICAGO,SOUTH SHORE,1143
SOUTH CHICAGO,CHATHAM,1406
SOUTH CHICAGO,AVALON PARK,1273
SOUTH CHICAGO,BURNSIDE,2146
SOUTH CHICAGO,MCKINLEY PARK,3579
SOUTH CHICAGO,LAKE VIEW,4269
SOUTH CHICAGO,CALUMET HEIGHTS,1434
SOUTH CHICAGO,ROSELAND,2609
SOUTH CHICAGO,NORTH CENTER,5095
SOUTH CHICAGO,PULLMAN,2717
SOUTH CHICAGO,SOUTH DEERING,-1
SOUTH CHICAGO,EAST SIDE,1306
SOUTH CHICAGO,WEST PULLMAN,3814
SOUTH CHICAGO,RIVERDALE,-1
SOUTH CHICAGO,HEGEWISCH,-1
SOUTH CHICAGO,undefined,-1
SOUTH CHICAGO,ARCHER HEIGHTS,5132
SOUTH CHICAGO,BRIGHTON PARK,4996
SOUTH CHICAGO,BRIDGEPORT,3933
SOUTH CHICAGO,NEW CITY,3220
SOUTH CHICAGO,WEST ELSDON,4616
SOUTH CHICAGO,GAGE PARK,3897
SOUTH CHICAGO,CLEARING,5125
SOUTH CHICAGO,WEST LAWN,4261
SOUTH CHICAGO,CHICAGO LAWN,4228
SOUTH CHICAGO,WEST ENGLEWOOD,3606
SOUTH CHICAGO,ENGLEWOOD,3148
SOUTH CHICAGO,GREATER GRAND CROSSING,2280
SOUTH CHICAGO,LINCOLN PARK,4199
SOUTH CHICAGO,ASHBURN,3786
SOUTH CHICAGO,AUBURN GRESHAM,2716
SOUTH CHICAGO,BEVERLY,3333
SOUTH CHICAGO,WASHINGTON HEIGHTS,3062
SOUTH CHICAGO,MOUNT GREENWOOD,4615
SOUTH CHICAGO,MORGAN PARK,3541
SOUTH CHICAGO,OHARE,-1
SOUTH CHICAGO,EDGEWATER,5189
SOUTH CHICAGO,EDISON PARK,7123
BURNSIDE,DOUGLAS,3675
BURNSIDE,OAKLAND,3309
BURNSIDE,FULLER PARK,2307
BURNSIDE,GRAND BOULEVARD,3134
BURNSIDE,KENWOOD,2999
BURNSIDE,LINCOLN SQUARE,5185
BURNSIDE,WASHINGTON PARK,2636
BURNSIDE,HYDE PARK,2903
BURNSIDE,WOODLAWN,2288
BURNSIDE,ROGERS PARK,5316
BURNSIDE,JEFFERSON PARK,5543
BURNSIDE,FOREST GLEN,6498
BURNSIDE,NORTH PARK,5516
BURNSIDE,ALBANY PARK,6002
BURNSIDE,PORTAGE PARK,5686
BURNSIDE,IRVING PARK,4599
BURNSIDE,DUNNING,6390
BURNSIDE,MONTCLARE,6202
BURNSIDE,BELMONT CRAGIN,6230
BURNSIDE,WEST RIDGE,5855
BURNSIDE,HERMOSA,5602
BURNSIDE,AVONDALE,4302
BURNSIDE,LOGAN SQUARE,4196
BURNSIDE,HUMBOLDT PARK,4716
BURNSIDE,WEST TOWN,4059
BURNSIDE,AUSTIN,6016
BURNSIDE,WEST GARFIELD PARK,4357
BURNSIDE,EAST GARFIELD PARK,4218
BURNSIDE,NEAR WEST SIDE,3785
BURNSIDE,NORTH LAWNDALE,4869
BURNSIDE,UPTOWN,4752
BURNSIDE,SOUTH LAWNDALE,4274
BURNSIDE,LOWER WEST SIDE,4079
BURNSIDE,NEAR SOUTH SIDE,4354
BURNSIDE,BRIDGEPORT,4074
BURNSIDE,NORWOOD PARK,5369
BURNSIDE,NEAR NORTH SIDE,3363
BURNSIDE,LOOP,3253
BURNSIDE,SOUTH SHORE,2189
BURNSIDE,CHATHAM,1478
BURNSIDE,AVALON PARK,1451
BURNSIDE,SOUTH CHICAGO,2019
BURNSIDE,MCKINLEY PARK,3124
BURNSIDE,LAKE VIEW,3942
BURNSIDE,CALUMET HEIGHTS,1180
BURNSIDE,ROSELAND,1273
BURNSIDE,NORTH CENTER,4768
BURNSIDE,PULLMAN,1597
BURNSIDE,SOUTH DEERING,-1
BURNSIDE,EAST SIDE,2435
BURNSIDE,WEST PULLMAN,2379
BURNSIDE,RIVERDALE,-1
BURNSIDE,HEGEWISCH,-1
BURNSIDE,undefined,-1
BURNSIDE,ARCHER HEIGHTS,4346
BURNSIDE,BRIGHTON PARK,4155
BURNSIDE,BRIDGEPORT,3168
BURNSIDE,NEW CITY,2784
BURNSIDE,WEST ELSDON,4961
BURNSIDE,GAGE PARK,3969
BURNSIDE,CLEARING,5962
BURNSIDE,WEST LAWN,4005
BURNSIDE,CHICAGO LAWN,4300
BURNSIDE,WEST ENGLEWOOD,3350
BURNSIDE,ENGLEWOOD,2892
BURNSIDE,GREATER GRAND CROSSING,1868
BURNSIDE,LINCOLN PARK,3872
BURNSIDE,ASHBURN,3559
BURNSIDE,AUBURN GRESHAM,2967
BURNSIDE,BEVERLY,2252
BURNSIDE,WASHINGTON HEIGHTS,1973
BURNSIDE,MOUNT GREENWOOD,3970
BURNSIDE,MORGAN PARK,2385
BURNSIDE,OHARE,-1
BURNSIDE,EDGEWATER,4961
BURNSIDE,EDISON PARK,6796
MCKINLEY PARK,DOUGLAS,1680
MCKINLEY PARK,OAKLAND,1829
MCKINLEY PARK,FULLER PARK,1365
MCKINLEY PARK,GRAND BOULEVARD,2003
MCKINLEY PARK,KENWOOD,2489
MCKINLEY PARK,LINCOLN SQUARE,4129
MCKINLEY PARK,WASHINGTON PARK,2523
MCKINLEY PARK,HYDE PARK,2402
MCKINLEY PARK,WOODLAWN,3047
MCKINLEY PARK,ROGERS PARK,4303
MCKINLEY PARK,JEFFERSON PARK,4146
MCKINLEY PARK,FOREST GLEN,5785
MCKINLEY PARK,NORTH PARK,4719
MCKINLEY PARK,ALBANY PARK,4749
MCKINLEY PARK,PORTAGE PARK,4499
MCKINLEY PARK,IRVING PARK,3682
MCKINLEY PARK,DUNNING,5218
MCKINLEY PARK,MONTCLARE,4637
MCKINLEY PARK,BELMONT CRAGIN,4773
MCKINLEY PARK,WEST RIDGE,4842
MCKINLEY PARK,HERMOSA,4138
MCKINLEY PARK,AVONDALE,3235
MCKINLEY PARK,LOGAN SQUARE,3371
MCKINLEY PARK,HUMBOLDT PARK,3031
MCKINLEY PARK,WEST TOWN,2368
MCKINLEY PARK,AUSTIN,3908
MCKINLEY PARK,WEST GARFIELD PARK,2956
MCKINLEY PARK,EAST GARFIELD PARK,2392
MCKINLEY PARK,NEAR WEST SIDE,2017
MCKINLEY PARK,NORTH LAWNDALE,2178
MCKINLEY PARK,UPTOWN,3739
MCKINLEY PARK,SOUTH LAWNDALE,1349
MCKINLEY PARK,LOWER WEST SIDE,1177
MCKINLEY PARK,NEAR SOUTH SIDE,1901
MCKINLEY PARK,BRIDGEPORT,2056
MCKINLEY PARK,NORWOOD PARK,4302
MCKINLEY PARK,NEAR NORTH SIDE,2350
MCKINLEY PARK,LOOP,2240
MCKINLEY PARK,SOUTH SHORE,3332
MCKINLEY PARK,CHATHAM,2522
MCKINLEY PARK,AVALON PARK,3151
MCKINLEY PARK,SOUTH CHICAGO,3678
MCKINLEY PARK,BURNSIDE,3639
MCKINLEY PARK,LAKE VIEW,2929
MCKINLEY PARK,CALUMET HEIGHTS,4083
MCKINLEY PARK,ROSELAND,2900
MCKINLEY PARK,NORTH CENTER,3636
MCKINLEY PARK,PULLMAN,3610
MCKINLEY PARK,SOUTH DEERING,-1
MCKINLEY PARK,EAST SIDE,4275
MCKINLEY PARK,WEST PULLMAN,4177
MCKINLEY PARK,RIVERDALE,-1
MCKINLEY PARK,HEGEWISCH,-1
MCKINLEY PARK,undefined,-1
MCKINLEY PARK,ARCHER HEIGHTS,1837
MCKINLEY PARK,BRIGHTON PARK,1117
MCKINLEY PARK,BRIDGEPORT,1171
MCKINLEY PARK,NEW CITY,1231
MCKINLEY PARK,WEST ELSDON,2104
MCKINLEY PARK,GAGE PARK,1998
MCKINLEY PARK,CLEARING,2727
MCKINLEY PARK,WEST LAWN,2467
MCKINLEY PARK,CHICAGO LAWN,2427
MCKINLEY PARK,WEST ENGLEWOOD,1677
MCKINLEY PARK,ENGLEWOOD,2395
MCKINLEY PARK,GREATER GRAND CROSSING,2883
MCKINLEY PARK,LINCOLN PARK,2859
MCKINLEY PARK,ASHBURN,3308
MCKINLEY PARK,AUBURN GRESHAM,2404
MCKINLEY PARK,BEVERLY,3019
MCKINLEY PARK,WASHINGTON HEIGHTS,2993
MCKINLEY PARK,MOUNT GREENWOOD,4197
MCKINLEY PARK,MORGAN PARK,3472
MCKINLEY PARK,OHARE,-1
MCKINLEY PARK,EDGEWATER,3948
MCKINLEY PARK,EDISON PARK,5609
LAKE VIEW,DOUGLAS,2971
LAKE VIEW,OAKLAND,3510
LAKE VIEW,FULLER PARK,2405
LAKE VIEW,GRAND BOULEVARD,3125
LAKE VIEW,KENWOOD,2718
LAKE VIEW,LINCOLN SQUARE,1924
LAKE VIEW,WASHINGTON PARK,3189
LAKE VIEW,HYDE PARK,3117
LAKE VIEW,WOODLAWN,3729
LAKE VIEW,ROGERS PARK,1814
LAKE VIEW,JEFFERSON PARK,3706
LAKE VIEW,FOREST GLEN,3051
LAKE VIEW,NORTH PARK,3589
LAKE VIEW,ALBANY PARK,2033
LAKE VIEW,PORTAGE PARK,2936
LAKE VIEW,IRVING PARK,1880
LAKE VIEW,DUNNING,2941
LAKE VIEW,MONTCLARE,3697
LAKE VIEW,BELMONT CRAGIN,3261
LAKE VIEW,WEST RIDGE,2203
LAKE VIEW,HERMOSA,2453
LAKE VIEW,AVONDALE,1766
LAKE VIEW,LOGAN SQUARE,1620
LAKE VIEW,HUMBOLDT PARK,3280
LAKE VIEW,WEST TOWN,2199
LAKE VIEW,AUSTIN,3729
LAKE VIEW,WEST GARFIELD PARK,3355
LAKE VIEW,EAST GARFIELD PARK,3056
LAKE VIEW,NEAR WEST SIDE,2623
LAKE VIEW,NORTH LAWNDALE,3317
LAKE VIEW,UPTOWN,1250
LAKE VIEW,SOUTH LAWNDALE,3532
LAKE VIEW,LOWER WEST SIDE,3157
LAKE VIEW,NEAR SOUTH SIDE,2699
LAKE VIEW,BRIDGEPORT,2518
LAKE VIEW,NORWOOD PARK,3352
LAKE VIEW,NEAR NORTH SIDE,1451
LAKE VIEW,LOOP,2061
LAKE VIEW,SOUTH SHORE,3663
LAKE VIEW,CHATHAM,3423
LAKE VIEW,AVALON PARK,3452
LAKE VIEW,SOUTH CHICAGO,4459
LAKE VIEW,BURNSIDE,4120
LAKE VIEW,MCKINLEY PARK,3091
LAKE VIEW,CALUMET HEIGHTS,3912
LAKE VIEW,ROSELAND,3591
LAKE VIEW,NORTH CENTER,970
LAKE VIEW,PULLMAN,4233
LAKE VIEW,SOUTH DEERING,-1
LAKE VIEW,EAST SIDE,4576
LAKE VIEW,WEST PULLMAN,4697
LAKE VIEW,RIVERDALE,-1
LAKE VIEW,HEGEWISCH,-1
LAKE VIEW,undefined,-1
LAKE VIEW,ARCHER HEIGHTS,4202
LAKE VIEW,BRIGHTON PARK,3747
LAKE VIEW,BRIDGEPORT,2816
LAKE VIEW,NEW CITY,2762
LAKE VIEW,WEST ELSDON,3697
LAKE VIEW,GAGE PARK,3488
LAKE VIEW,CLEARING,4220
LAKE VIEW,WEST LAWN,4197
LAKE VIEW,CHICAGO LAWN,3724
LAKE VIEW,WEST ENGLEWOOD,3509
LAKE VIEW,ENGLEWOOD,3260
LAKE VIEW,GREATER GRAND CROSSING,3114
LAKE VIEW,LINCOLN PARK,1030
LAKE VIEW,ASHBURN,4347
LAKE VIEW,AUBURN GRESHAM,4087
LAKE VIEW,BEVERLY,4270
LAKE VIEW,WASHINGTON HEIGHTS,3819
LAKE VIEW,MOUNT GREENWOOD,5404
LAKE VIEW,MORGAN PARK,4276
LAKE VIEW,OHARE,-1
LAKE VIEW,EDGEWATER,1459
LAKE VIEW,EDISON PARK,4703
CALUMET HEIGHTS,DOUGLAS,3777
CALUMET HEIGHTS,OAKLAND,3689
CALUMET HEIGHTS,FULLER PARK,2658
CALUMET HEIGHTS,GRAND BOULEVARD,2958
CALUMET HEIGHTS,KENWOOD,2913
CALUMET HEIGHTS,LINCOLN SQUARE,5489
CALUMET HEIGHTS,WASHINGTON PARK,2444
CALUMET HEIGHTS,HYDE PARK,2247
CALUMET HEIGHTS,WOODLAWN,1927
CALUMET HEIGHTS,ROGERS PARK,5560
CALUMET HEIGHTS,JEFFERSON PARK,5787
CALUMET HEIGHTS,FOREST GLEN,6742
CALUMET HEIGHTS,NORTH PARK,5760
CALUMET HEIGHTS,ALBANY PARK,5944
CALUMET HEIGHTS,PORTAGE PARK,5930
